epoch,group,precision,recall,f1
1,offenseFormation,0.6363636363636364,0.6363636363636364,0.6363636363636364
1,receiverAlignment,0.4169278996865204,0.4169278996865204,0.4169278996865204
1,dropbackType,0.8652037617554859,0.8652037617554859,0.8652037617554859
1,passLocationType,0.8589341692789969,0.8589341692789969,0.8589341692789969
1,pff_runConceptPrimary,0.6677115987460815,0.6677115987460815,0.6677115987460815
1,pff_runConceptSecondary,1.0,1.0,1.0
1,pff_passCoverage,0.2727272727272727,0.21375921375921375,0.2396694214876033
1,pff_manZone,0.6802507836990596,0.9393939393939394,0.7890909090909091
1,routeRanQB0,0.9968652037617555,0.9968652037617555,0.9968652037617555
1,routeRanWR0,0.25391849529780564,0.25391849529780564,0.25391849529780564
1,routeRanWR1,0.1786833855799373,0.1786833855799373,0.1786833855799373
1,routeRanWR2,0.2476489028213166,0.2476489028213166,0.2476489028213166
1,routeRanWR3,0.9905956112852664,0.9905956112852664,0.9905956112852664
1,routeRanWR4,1.0,1.0,1.0
1,routeRanRB0,0.2946708463949843,0.2946708463949843,0.2946708463949843
1,routeRanRB1,0.987460815047022,0.987460815047022,0.987460815047022
1,routeRanRB2,1.0,1.0,1.0
1,routeRanTE0,0.13479623824451412,0.13479623824451412,0.13479623824451412
1,routeRanTE1,0.8840125391849529,0.8840125391849529,0.8840125391849529
1,routeRanTE2,0.9843260188087775,0.9843260188087775,0.9843260188087775
2,offenseFormation,0.6802507836990596,0.6802507836990596,0.6802507836990596
2,receiverAlignment,0.3448275862068966,0.3448275862068966,0.3448275862068966
2,dropbackType,0.8652037617554859,0.8652037617554859,0.8652037617554859
2,passLocationType,0.8589341692789969,0.8589341692789969,0.8589341692789969
2,pff_runConceptPrimary,0.6677115987460815,0.6677115987460815,0.6677115987460815
2,pff_runConceptSecondary,1.0,1.0,1.0
2,pff_passCoverage,0.29153605015673983,0.2285012285012285,0.256198347107438
2,pff_manZone,0.6802507836990596,0.9393939393939394,0.7890909090909091
2,routeRanQB0,0.9968652037617555,0.9968652037617555,0.9968652037617555
2,routeRanWR0,0.2664576802507837,0.2664576802507837,0.2664576802507837
2,routeRanWR1,0.18181818181818182,0.18181818181818182,0.18181818181818182
2,routeRanWR2,0.27586206896551724,0.27586206896551724,0.27586206896551724
2,routeRanWR3,0.9905956112852664,0.9905956112852664,0.9905956112852664
2,routeRanWR4,1.0,1.0,1.0
2,routeRanRB0,0.4012539184952978,0.4012539184952978,0.4012539184952978
2,routeRanRB1,0.987460815047022,0.987460815047022,0.987460815047022
2,routeRanRB2,1.0,1.0,1.0
2,routeRanTE0,0.12225705329153605,0.12225705329153605,0.12225705329153605
2,routeRanTE1,0.8840125391849529,0.8840125391849529,0.8840125391849529
2,routeRanTE2,0.9843260188087775,0.9843260188087775,0.9843260188087775
3,offenseFormation,0.6802507836990596,0.6802507836990596,0.6802507836990596
3,receiverAlignment,0.3605015673981191,0.3605015673981191,0.3605015673981191
3,dropbackType,0.8652037617554859,0.8652037617554859,0.8652037617554859
3,passLocationType,0.8589341692789969,0.8589341692789969,0.8589341692789969
3,pff_runConceptPrimary,0.6677115987460815,0.6677115987460815,0.6677115987460815
3,pff_runConceptSecondary,1.0,1.0,1.0
3,pff_passCoverage,0.26332288401253917,0.20638820638820637,0.23140495867768596
3,pff_manZone,0.6802507836990596,0.9393939393939394,0.7890909090909091
3,routeRanQB0,0.9968652037617555,0.9968652037617555,0.9968652037617555
3,routeRanWR0,0.2601880877742947,0.2601880877742947,0.2601880877742947
3,routeRanWR1,0.15047021943573669,0.15047021943573669,0.15047021943573669
3,routeRanWR2,0.2664576802507837,0.2664576802507837,0.2664576802507837
3,routeRanWR3,0.9905956112852664,0.9905956112852664,0.9905956112852664
3,routeRanWR4,1.0,1.0,1.0
3,routeRanRB0,0.34796238244514105,0.34796238244514105,0.34796238244514105
3,routeRanRB1,0.987460815047022,0.987460815047022,0.987460815047022
3,routeRanRB2,1.0,1.0,1.0
3,routeRanTE0,0.109717868338558,0.109717868338558,0.109717868338558
3,routeRanTE1,0.8840125391849529,0.8840125391849529,0.8840125391849529
3,routeRanTE2,0.9843260188087775,0.9843260188087775,0.9843260188087775
4,offenseFormation,0.6802507836990596,0.6802507836990596,0.6802507836990596
4,receiverAlignment,0.4200626959247649,0.4200626959247649,0.4200626959247649
4,dropbackType,0.8652037617554859,0.8652037617554859,0.8652037617554859
4,passLocationType,0.8589341692789969,0.8589341692789969,0.8589341692789969
4,pff_runConceptPrimary,0.6677115987460815,0.6677115987460815,0.6677115987460815
4,pff_runConceptSecondary,1.0,1.0,1.0
4,pff_passCoverage,0.26332288401253917,0.20638820638820637,0.23140495867768596
4,pff_manZone,0.6802507836990596,0.9393939393939394,0.7890909090909091
4,routeRanQB0,0.9968652037617555,0.9968652037617555,0.9968652037617555
4,routeRanWR0,0.2476489028213166,0.2476489028213166,0.2476489028213166
4,routeRanWR1,0.18808777429467086,0.18808777429467086,0.18808777429467086
4,routeRanWR2,0.26959247648902823,0.26959247648902823,0.26959247648902823
4,routeRanWR3,0.9905956112852664,0.9905956112852664,0.9905956112852664
4,routeRanWR4,1.0,1.0,1.0
4,routeRanRB0,0.3730407523510972,0.3730407523510972,0.3730407523510972
4,routeRanRB1,0.987460815047022,0.987460815047022,0.987460815047022
4,routeRanRB2,1.0,1.0,1.0
4,routeRanTE0,0.11285266457680251,0.11285266457680251,0.11285266457680251
4,routeRanTE1,0.8840125391849529,0.8840125391849529,0.8840125391849529
4,routeRanTE2,0.9843260188087775,0.9843260188087775,0.9843260188087775
5,offenseFormation,0.6802507836990596,0.6802507836990596,0.6802507836990596
5,receiverAlignment,0.3605015673981191,0.3605015673981191,0.3605015673981191
5,dropbackType,0.8652037617554859,0.8652037617554859,0.8652037617554859
5,passLocationType,0.8589341692789969,0.8589341692789969,0.8589341692789969
5,pff_runConceptPrimary,0.6677115987460815,0.6677115987460815,0.6677115987460815
5,pff_runConceptSecondary,1.0,1.0,1.0
5,pff_passCoverage,0.2476489028213166,0.1941031941031941,0.21763085399449036
5,pff_manZone,0.6802507836990596,0.9393939393939394,0.7890909090909091
5,routeRanQB0,0.9968652037617555,0.9968652037617555,0.9968652037617555
5,routeRanWR0,0.2601880877742947,0.2601880877742947,0.2601880877742947
5,routeRanWR1,0.15987460815047022,0.15987460815047022,0.15987460815047022
5,routeRanWR2,0.2664576802507837,0.2664576802507837,0.2664576802507837
5,routeRanWR3,0.9905956112852664,0.9905956112852664,0.9905956112852664
5,routeRanWR4,1.0,1.0,1.0
5,routeRanRB0,0.3605015673981191,0.3605015673981191,0.3605015673981191
5,routeRanRB1,0.987460815047022,0.987460815047022,0.987460815047022
5,routeRanRB2,1.0,1.0,1.0
5,routeRanTE0,0.10031347962382445,0.10031347962382445,0.10031347962382445
5,routeRanTE1,0.8840125391849529,0.8840125391849529,0.8840125391849529
5,routeRanTE2,0.9843260188087775,0.9843260188087775,0.9843260188087775
6,offenseFormation,0.6802507836990596,0.6802507836990596,0.6802507836990596
6,receiverAlignment,0.3605015673981191,0.3605015673981191,0.3605015673981191
6,dropbackType,0.8652037617554859,0.8652037617554859,0.8652037617554859
6,passLocationType,0.8589341692789969,0.8589341692789969,0.8589341692789969
6,pff_runConceptPrimary,0.6677115987460815,0.6677115987460815,0.6677115987460815
6,pff_runConceptSecondary,1.0,1.0,1.0
6,pff_passCoverage,0.22570532915360503,0.1769041769041769,0.19834710743801653
6,pff_manZone,0.6802507836990596,0.9393939393939394,0.7890909090909091
6,routeRanQB0,0.9968652037617555,0.9968652037617555,0.9968652037617555
6,routeRanWR0,0.23824451410658307,0.23824451410658307,0.23824451410658307
6,routeRanWR1,0.1755485893416928,0.1755485893416928,0.1755485893416928
6,routeRanWR2,0.2664576802507837,0.2664576802507837,0.2664576802507837
6,routeRanWR3,0.9905956112852664,0.9905956112852664,0.9905956112852664
6,routeRanWR4,1.0,1.0,1.0
6,routeRanRB0,0.36990595611285265,0.36990595611285265,0.36990595611285265
6,routeRanRB1,0.987460815047022,0.987460815047022,0.987460815047022
6,routeRanRB2,1.0,1.0,1.0
6,routeRanTE0,0.11598746081504702,0.11598746081504702,0.11598746081504702
6,routeRanTE1,0.8840125391849529,0.8840125391849529,0.8840125391849529
6,routeRanTE2,0.9843260188087775,0.9843260188087775,0.9843260188087775
7,offenseFormation,0.6802507836990596,0.6802507836990596,0.6802507836990596
7,receiverAlignment,0.41379310344827586,0.41379310344827586,0.41379310344827586
7,dropbackType,0.8652037617554859,0.8652037617554859,0.8652037617554859
7,passLocationType,0.8589341692789969,0.8589341692789969,0.8589341692789969
7,pff_runConceptPrimary,0.6677115987460815,0.6677115987460815,0.6677115987460815
7,pff_runConceptSecondary,1.0,1.0,1.0
7,pff_passCoverage,0.2413793103448276,0.1891891891891892,0.21212121212121213
7,pff_manZone,0.6802507836990596,0.9393939393939394,0.7890909090909091
7,routeRanQB0,0.9968652037617555,0.9968652037617555,0.9968652037617555
7,routeRanWR0,0.23824451410658307,0.23824451410658307,0.23824451410658307
7,routeRanWR1,0.15047021943573669,0.15047021943573669,0.15047021943573669
7,routeRanWR2,0.28213166144200624,0.28213166144200624,0.28213166144200624
7,routeRanWR3,0.9905956112852664,0.9905956112852664,0.9905956112852664
7,routeRanWR4,1.0,1.0,1.0
7,routeRanRB0,0.3605015673981191,0.3605015673981191,0.3605015673981191
7,routeRanRB1,0.987460815047022,0.987460815047022,0.987460815047022
7,routeRanRB2,1.0,1.0,1.0
7,routeRanTE0,0.109717868338558,0.109717868338558,0.109717868338558
7,routeRanTE1,0.8840125391849529,0.8840125391849529,0.8840125391849529
7,routeRanTE2,0.9843260188087775,0.9843260188087775,0.9843260188087775
8,offenseFormation,0.6802507836990596,0.6802507836990596,0.6802507836990596
8,receiverAlignment,0.3887147335423197,0.3887147335423197,0.3887147335423197
8,dropbackType,0.8652037617554859,0.8652037617554859,0.8652037617554859
8,passLocationType,0.8589341692789969,0.8589341692789969,0.8589341692789969
8,pff_runConceptPrimary,0.6677115987460815,0.6677115987460815,0.6677115987460815
8,pff_runConceptSecondary,1.0,1.0,1.0
8,pff_passCoverage,0.25705329153605017,0.20147420147420148,0.22589531680440772
8,pff_manZone,0.6802507836990596,0.9393939393939394,0.7890909090909091
8,routeRanQB0,0.9968652037617555,0.9968652037617555,0.9968652037617555
8,routeRanWR0,0.2664576802507837,0.2664576802507837,0.2664576802507837
8,routeRanWR1,0.19122257053291536,0.19122257053291536,0.19122257053291536
8,routeRanWR2,0.2852664576802508,0.2852664576802508,0.2852664576802508
8,routeRanWR3,0.9905956112852664,0.9905956112852664,0.9905956112852664
8,routeRanWR4,1.0,1.0,1.0
8,routeRanRB0,0.3667711598746082,0.3667711598746082,0.3667711598746082
8,routeRanRB1,0.987460815047022,0.987460815047022,0.987460815047022
8,routeRanRB2,1.0,1.0,1.0
8,routeRanTE0,0.10344827586206896,0.10344827586206896,0.10344827586206896
8,routeRanTE1,0.8840125391849529,0.8840125391849529,0.8840125391849529
8,routeRanTE2,0.9843260188087775,0.9843260188087775,0.9843260188087775
9,offenseFormation,0.6802507836990596,0.6802507836990596,0.6802507836990596
9,receiverAlignment,0.4263322884012539,0.4263322884012539,0.4263322884012539
9,dropbackType,0.8652037617554859,0.8652037617554859,0.8652037617554859
9,passLocationType,0.8589341692789969,0.8589341692789969,0.8589341692789969
9,pff_runConceptPrimary,0.6677115987460815,0.6677115987460815,0.6677115987460815
9,pff_runConceptSecondary,1.0,1.0,1.0
9,pff_passCoverage,0.2507836990595611,0.19656019656019655,0.22038567493112948
9,pff_manZone,0.6802507836990596,0.9393939393939394,0.7890909090909091
9,routeRanQB0,0.9968652037617555,0.9968652037617555,0.9968652037617555
9,routeRanWR0,0.26332288401253917,0.26332288401253917,0.26332288401253917
9,routeRanWR1,0.1786833855799373,0.1786833855799373,0.1786833855799373
9,routeRanWR2,0.2946708463949843,0.2946708463949843,0.2946708463949843
9,routeRanWR3,0.9905956112852664,0.9905956112852664,0.9905956112852664
9,routeRanWR4,1.0,1.0,1.0
9,routeRanRB0,0.36990595611285265,0.36990595611285265,0.36990595611285265
9,routeRanRB1,0.987460815047022,0.987460815047022,0.987460815047022
9,routeRanRB2,1.0,1.0,1.0
9,routeRanTE0,0.11285266457680251,0.11285266457680251,0.11285266457680251
9,routeRanTE1,0.8840125391849529,0.8840125391849529,0.8840125391849529
9,routeRanTE2,0.9843260188087775,0.9843260188087775,0.9843260188087775
10,offenseFormation,0.6802507836990596,0.6802507836990596,0.6802507836990596
10,receiverAlignment,0.445141065830721,0.445141065830721,0.445141065830721
10,dropbackType,0.8652037617554859,0.8652037617554859,0.8652037617554859
10,passLocationType,0.8589341692789969,0.8589341692789969,0.8589341692789969
10,pff_runConceptPrimary,0.6677115987460815,0.6677115987460815,0.6677115987460815
10,pff_runConceptSecondary,1.0,1.0,1.0
10,pff_passCoverage,0.25705329153605017,0.20147420147420148,0.22589531680440772
10,pff_manZone,0.6802507836990596,0.9393939393939394,0.7890909090909091
10,routeRanQB0,0.9968652037617555,0.9968652037617555,0.9968652037617555
10,routeRanWR0,0.2445141065830721,0.2445141065830721,0.2445141065830721
10,routeRanWR1,0.18808777429467086,0.18808777429467086,0.18808777429467086
10,routeRanWR2,0.2946708463949843,0.2946708463949843,0.2946708463949843
10,routeRanWR3,0.9905956112852664,0.9905956112852664,0.9905956112852664
10,routeRanWR4,1.0,1.0,1.0
10,routeRanRB0,0.3730407523510972,0.3730407523510972,0.3730407523510972
10,routeRanRB1,0.987460815047022,0.987460815047022,0.987460815047022
10,routeRanRB2,1.0,1.0,1.0
10,routeRanTE0,0.11285266457680251,0.11285266457680251,0.11285266457680251
10,routeRanTE1,0.8840125391849529,0.8840125391849529,0.8840125391849529
10,routeRanTE2,0.9843260188087775,0.9843260188087775,0.9843260188087775
